TYPE|CODE|LIB|TXT|Findevalid|extension|cma_niv|cma|cmas|cmas_nt|code_imprecis|interdits_en_DP|interdits_en_DR|requerant_un_DR|ssrFP|ssrMP|ssrAE|ssrDAS|ssrZ_CMC|pmsi|MAJ|auteur_MAJ|remarque1|_009_EXT__LIB__finvalid__doublon
D|F1556|F1556 : Trouble psychotique mixte, dû à d'autres stimulants, y compris la caféine|Tbl psychot mixte dû à stimul NCA||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F156|F156 : Troubles mentaux et du comportement liés à l'utilisation d'autres stimulants, y compris la caféine : syndrome amnésique|Tbl. ment. et du comport. liés à l'util. d'stimul. NCA. : synd. amnésique||0||1|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|F157|F157 : Troubles mentaux et du comportement liés à l'utilisation d'autres stimulants, y compris la caféine : trouble résiduel ou psychotique de survenue tardive|Tbl. ment. et du comport. liés à l'util. d'stimul. NCA. : tbl. résiduel ou psychot. de survenue tard||0||1|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|F1570|F1570 : Flashbacks, dus à d'autres stimulants, y compris la caféine|Flashbacks dus à stimul NCA||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1571|F1571 : Trouble de la personnalité ou du comportement, résiduel ou de survenue tardive, dû à d'autres stimulants, y compris la caféine|Tbl perso/comport résiduel/tardif dû à stimul NCA||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1572|F1572 : Trouble thymique résiduel ou de survenue tardive, dû à d'autres stimulants, y compris la caféine|Tbl thymique résiduel/tardif dû à stimul NCA||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1573|F1573 : Démence, due à d'autres stimulants, y compris la caféine|Démence due à stimul NCA||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1574|F1574 : Autre déficit cognitif persistant ou de survenue tardive, dû à d'autres stimulants, y compris la caféine|Autre défic cognitif persistant/tardif dû à stimul NCA||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1575|F1575 : Trouble psychotique à début tardif, dû à d'autres stimulants, y compris la caféine|Tbl psychot à début tardif dû à stimul NCA||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F158|F158 : Autres troubles mentaux et du comportement liés à l'utilisation d'autres stimulants, y compris la caféine|Autres tbl. ment. et du comport. liés à l'util. d'stimul. NCA.||0||1|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|F159|F159 : Troubles mentaux et du comportement liés à l'utilisation d'autres stimulants, y compris la caféine : sans précision|Tbl. ment. et du comport. liés à l'util. d'stimul. NCA. : SAI||0||1|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|F160|F160 : Troubles mentaux et du comportement liés à l'utilisation d'hallucinogènes : intoxication aiguë|Tbl. ment. et du comport. liés à l'util. d'halluc. : intox. aig.||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|F1600|F1600 : Troubles mentaux et du comportement dus à une intoxication aigüe par les hallucinogènes, sans complication|Tbl ment dus à halluc : intox aig sans complic||1|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1601|F1601 : Troubles mentaux et du comportement dus à une intoxication aigüe par les hallucinogènes, avec traumatismes ou autres blessures physiques|Tbl ment dus à halluc : intox aig +trauma||1|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1602|F1602 : Troubles mentaux et du comportement dus à une intoxication aigüe par les hallucinogènes, avec d'autres complications médicales|Tbl ment dus à halluc : intox aig +autres complic méd||1|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1603|F1603 : Troubles mentaux et du comportement dus à une intoxication aigüe par les hallucinogènes, avec délirium|Tbl ment dus à halluc : intox aig +délirium||1|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1604|F1604 : Troubles mentaux et du comportement dus à une intoxication aigüe par les hallucinogènes, avec distorsion des perceptions|Tbl ment dus à halluc : intox aig +distorsion des perceptions||1|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1605|F1605 : Troubles mentaux et du comportement dus à une intoxication aigüe par les hallucinogènes, avec coma|Tbl ment dus à halluc : intox aig +coma||1|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1606|F1606 : Troubles mentaux et du comportement dus à une intoxication aigüe par les hallucinogènes, avec convulsions|Tbl ment dus à halluc : intox aig +convulsions||1|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1607|F1607 : Troubles mentaux et du comportement dus à une intoxication aigüe pathologique par les hallucinogènes|Tbl ment dus à halluc : intox patho||1|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F161|F161 : Troubles mentaux et du comportement liés à l'utilisation d'hallucinogènes : utilisation nocive pour la santé|Tbl. ment. et du comport. liés à l'util. d'halluc. : util. nocive||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|F162|F162 : Troubles mentaux et du comportement liés à l'utilisation d'hallucinogènes : syndrome de dépendance|Tbl. ment. et du comport. liés à l'util. d'halluc. : synd. de dép.||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|F1620|F1620 : Syndrome de dépendance aux hallucinogènes, personne actuellement abstinente|Dépendance aux halluc abstinent||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F16200|F16200 : Syndrome de dépendance aux hallucinogènes, personne actuellement abstinente en rémission récente|Dépendance aux hallucin abstinent rémission récente||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F16201|F16201 : Syndrome de dépendance aux hallucinogènes, personne actuellement abstinente en rémission partielle|Dépendance aux hallucin abstinent rémission part||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F16202|F16202 : Syndrome de dépendance aux hallucinogènes, personne actuellement abstinente en rémission complète|Dépendance aux hallucin abstinent rémission cplt||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1621|F1621 : Syndrome de dépendance aux hallucinogènes, personne actuellement abstinente mais dans un environnement protégé|Dépendance aux halluc abstinent +envir protégé||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1622|F1622 : Syndrome de dépendance aux hallucinogènes, personne suivant actuellement un régime de maintenance ou de substitution sous surveillance médicale|Dépendance aux halluc régime maintenance/substit surveillé||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1623|F1623 : Syndrome de dépendance aux hallucinogènes, personne actuellement abstinente, mais prenant des médicaments aversifs ou bloquants|Dépendance aux halluc abstinent +traitt aversif||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1624|F1624 : Syndrome de dépendance aux hallucinogènes, utilisation actuelle|Dépendance aux halluc util actuelle||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F16240|F16240 : Syndrome de dépendance aux hallucinogènes, utilisation actuelle, sans symptôme physique|Dépendance aux hallucin util actuelle sans sympt phys||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F16241|F16241 : Syndrome de dépendance aux hallucinogènes, utilisation actuelle, avec symptômes physiques|Dépendance aux hallucin util actuelle +sympt phys||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1625|F1625 : Syndrome de dépendance aux hallucinogènes, utilisation continue|Dépendance aux halluc util continue||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1626|F1626 : Syndrome de dépendance aux hallucinogènes, utilisation épisodique|Dépendance aux halluc util épisod||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F163|F163 : Troubles mentaux et du comportement liés à l'utilisation d'hallucinogènes : syndrome de sevrage|Tbl. ment. et du comport. liés à l'util. d'halluc. : synd. de sevrage||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|F1630|F1630 : Syndrome de sevrage des hallucinogènes, sans complication|Synd sevrage des halluc sans complic||1|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1631|F1631 : Syndrome de sevrage des hallucinogènes, avec convulsions|Synd sevrage des halluc +convulsions||1|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F164|F164 : Troubles mentaux et du comportement liés à l'utilisation d'hallucinogènes : syndrome de sevrage avec delirium|Tbl. ment. et du comport. liés à l'util. d'halluc. : synd. de sevr. + délirium||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|F1640|F1640 : Syndrome de sevrage des hallucinogènes avec délirium, sans convulsion|Synd sevrage des halluc +délirium sans convulsion||1|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1641|F1641 : Syndrome de sevrage des hallucinogènes avec délirium, avec convulsions|Synd sevrage des halluc +délirium +convulsions||1|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F165|F165 : Troubles mentaux et du comportement liés à l'utilisation d'hallucinogènes : trouble psychotique|Tbl. ment. et du comport. liés à l'util. d'halluc. : tbl. psychot.||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|F1650|F1650 : Trouble psychotique d'allure schizophrénique, dû aux hallucinogènes|Tbl psychot allure schizophr dû aux halluc||1|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1651|F1651 : Trouble psychotique avec idées délirantes au premier plan, dû aux hallucinogènes|Tbl psychot +idées délires dû aux halluc||1|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1652|F1652 : Trouble psychotique avec hallucinations au premier plan, dû aux hallucinogènes|Tbl psychot +hallucinations dû aux halluc||1|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1653|F1653 : Trouble psychotique avec symptômes polymorphes au premier plan, dû aux hallucinogènes|Tbl psychot +sympt polymorphes dû aux halluc||1|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1654|F1654 : Trouble psychotique avec symptômes dépressifs au premier plan, dû aux hallucinogènes|Tbl psychot +sympt dépressifs dû aux halluc||1|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1655|F1655 : Trouble psychotique avec symptômes maniaques au premier plan, dû aux hallucinogènes|Tbl psychot +sympt maniaques dû aux halluc||1|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1656|F1656 : Trouble psychotique mixte, dû aux hallucinogènes|Tbl psychot mixte dû aux halluc||1|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F166|F166 : Troubles mentaux et du comportement liés à l'utilisation d'hallucinogènes : syndrome amnésique|Tbl. ment. et du comport. liés à l'util. d'halluc. : synd. amnésique||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|F167|F167 : Troubles mentaux et du comportement liés à l'utilisation d'hallucinogènes : trouble résiduel ou psychotique de survenue tardive|Tbl. ment. et du comport. liés à l'util. d'halluc. : tbl. résiduel ou psychot. de survenue tardive||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|F1670|F1670 : Flashbacks, dus aux hallucinogènes|Flashbacks dus aux halluc||1|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1671|F1671 : Trouble de la personnalité ou du comportement, résiduel ou de survenue tardive, dû aux hallucinogènes|Tbl perso/comport résiduel/tardif dû aux halluc||1|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1672|F1672 : Trouble thymique résiduel ou de survenue tardive, dû aux hallucinogènes|Tbl thymique résiduel/tardif dû aux halluc||1|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1673|F1673 : Démence, due aux hallucinogènes|Démence due aux halluc||1|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1674|F1674 : Autre déficit cognitif persistant ou de survenue tardive, dû aux hallucinogènes|Autre défic cognitif persistant/tardif dû aux halluc||1|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1675|F1675 : Trouble psychotique à début tardif, dû aux hallucinogènes|Tbl psychot à début tardif dû aux halluc||1|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F168|F168 : Autres troubles mentaux et du comportement liés à l'utilisation d'hallucinogènes|Autres tbl. ment. et du comport. liés à l'util. d'halluc.||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|F169|F169 : Troubles mentaux et du comportement liés à l'utilisation d'hallucinogènes, sans précision|Tbl. ment. et du comport. liés à l'util. d'halluc., SAI||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|F170|F170 : Troubles mentaux et du comportement liés à l'utilisation de tabac : intoxication aiguë|Tbl. ment. dus à tabac : intox. aig.||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|F1700|F1700 : Troubles mentaux et du comportement dus à une intoxication aigüe par le tabac, sans complication|Tbl ment dus à tabac : intox aig sans complic||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1701|F1701 : Troubles mentaux et du comportement dus à une intoxication aigüe par le tabac, avec traumatismes ou autres blessures physiques|Tbl ment dus à tabac : intox aig +trauma||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1702|F1702 : Troubles mentaux et du comportement dus à une intoxication aigüe par le tabac, avec d'autres complications médicales|Tbl ment dus à tabac : intox aig +autres complic méd||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1703|F1703 : Troubles mentaux et du comportement dus à une intoxication aigüe par le tabac, avec délirium|Tbl ment dus à tabac : intox aig +délirium||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1704|F1704 : Troubles mentaux et du comportement dus à une intoxication aigüe par le tabac, avec distorsion des perceptions|Tbl ment dus à tabac : intox aig +distorsion des perceptions||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1705|F1705 : Troubles mentaux et du comportement dus à une intoxication aigüe par le tabac, avec coma|Tbl ment dus à tabac : intox aig +coma||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1706|F1706 : Troubles mentaux et du comportement dus à une intoxication aigüe par le tabac, avec convulsions|Tbl ment dus à tabac : intox aig +convulsions||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1707|F1707 : Troubles mentaux et du comportement dus à une intoxication aigüe pathologique par le tabac|Tbl ment dus à tabac : intox patho||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F171|F171 : Troubles mentaux et du comportement liés à l'utilisation de tabac : utilisation nocive pour la santé|Tbl. ment. dus à tabac : util. nocive||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|F172|F172 : Troubles mentaux et du comportement liés à l'utilisation de tabac : syndrome de dépendance|Tbl. ment. dus à tabac : synd. de dép.||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|F1720|F1720 : Syndrome de dépendance au tabac, personne actuellement abstinente|Dépendance au tabac abstinent||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F17200|F17200 : Syndrome de dépendance au tabac, personne actuellement abstinente en rémission récente|Dépendance au tabac abstinent rémission récente||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F17201|F17201 : Syndrome de dépendance au tabac, personne actuellement abstinente en rémission partielle|Dépendance au tabac abstinent rémission part||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F17202|F17202 : Syndrome de dépendance au tabac, personne actuellement abstinente en rémission complète|Dépendance au tabac abstinent rémission cplt||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1721|F1721 : Syndrome de dépendance au tabac, personne actuellement abstinente mais dans un environnement protégé|Dépendance au tabac abstinent +envir protégé||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1722|F1722 : Syndrome de dépendance au tabac, personne suivant actuellement un régime de maintenance ou de substitution sous surveillance médicale|Dépendance au tabac régime maintenance/substit surveillé||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1723|F1723 : Syndrome de dépendance au tabac, personne actuellement abstinente, mais prenant des médicaments aversifs ou bloquants|Dépendance au tabac abstinent +traitt aversif||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1724|F1724 : Syndrome de dépendance au tabac, utilisation actuelle|Dépendance au tabac util actuelle||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F17240|F17240 : Syndrome de dépendance au tabac, utilisation actuelle, sans symptôme physique|Dépendance au tabac util actuelle sans sympt phys||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F17241|F17241 : Syndrome de dépendance au tabac, utilisation actuelle, sans symptôme physique|Dépendance au tabac util actuelle sans sympt phys||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1725|F1725 : Syndrome de dépendance au tabac, utilisation continue|Dépendance au tabac util continue||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1726|F1726 : Syndrome de dépendance au tabac, utilisation épisodique|Dépendance au tabac util épisod||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F173|F173 : Troubles mentaux et du comportement liés à l'utilisation de tabac : syndrome de sevrage|Tbl. ment. dus à tabac : synd. de sevrage||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|F1730|F1730 : Syndrome de sevrage du tabac, sans complication|Synd sevrage tabac sans complic||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1731|F1731 : Syndrome de sevrage du tabac, avec convulsions|Synd sevrage tabac +convulsions||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F174|F174 : Troubles mentaux et du comportement liés à l'utilisation de tabac : syndrome de sevrage avec delirium|Tbl. ment. dus à tabac : synd. de sevr. + délirium||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|F1740|F1740 : Syndrome de sevrage du tabac avec délirium, sans convulsion|Synd sevrage tabac +délirium sans convulsion||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1741|F1741 : Syndrome de sevrage du tabac avec délirium, avec convulsions|Synd sevrage tabac +délirium +convulsions||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F175|F175 : Troubles mentaux et du comportement liés à l'utilisation de tabac : trouble psychotique|Tbl. ment. dus à tabac : tbl. psychot.||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|F1750|F1750 : Trouble psychotique d'allure schizophrénique, dû au tabac|Tbl psychot allure schizophr dû au tabac||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1751|F1751 : Trouble psychotique avec idées délirantes au premier plan, dû au tabac|Tbl psychot +idées délires dû au tabac||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1752|F1752 : Trouble psychotique avec hallucinations au premier plan, dû au tabac|Tbl psychot +hallucinations dû au tabac||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1753|F1753 : Trouble psychotique avec symptômes polymorphes au premier plan, dû au tabac|Tbl psychot +sympt polymorphes dû au tabac||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1754|F1754 : Trouble psychotique avec symptômes dépressifs au premier plan, dû au tabac|Tbl psychot +sympt dépressifs dû au tabac||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1755|F1755 : Trouble psychotique avec symptômes maniaques au premier plan, dû au tabac|Tbl psychot +sympt maniaques dû au tabac||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1756|F1756 : Trouble psychotique mixte, dû au tabac|Tbl psychot mixte dû au tabac||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F176|F176 : Troubles mentaux et du comportement liés à l'utilisation de tabac : syndrome amnésique|Tbl. ment. dus à tabac : synd. amnésique||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|F177|F177 : Troubles mentaux et du comportement liés à l'utilisation de tabac : trouble résiduel ou psychotique de survenue tardive|Tbl. ment. dus à tabac : tbl. résiduel ou psychot. de survenue tardive||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|F1770|F1770 : Flashbacks, dus au tabac|Flashbacks dus au tabac||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1771|F1771 : Trouble de la personnalité ou du comportement, résiduel ou de survenue tardive, dû au tabac|Tbl perso/comport résiduel/tardif dû au tabac||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1772|F1772 : Trouble thymique résiduel ou de survenue tardive, dû au tabac|Tbl thymique résiduel/tardif dû au tabac||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1773|F1773 : Démence, due au tabac|Démence due au tabac||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1774|F1774 : Autre déficit cognitif persistant ou de survenue tardive, dû au tabac|Autre défic cognitif persistant/tardif dû au tabac||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1775|F1775 : Trouble psychotique à début tardif, dû au tabac|Tbl psychot à début tardif dû au tabac||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F178|F178 : Autres troubles mentaux et du comportement liés à l'utilisation de tabac|Autres tbl. ment. dus à tabac||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|F179|F179 : Troubles mentaux et du comportement liés à l'utilisation de tabac, sans précision|Tbl. ment. dus à tabac, SAI||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|F180|F180 : Troubles mentaux et du comportement liés à l'utilisation de solvants volatils : intoxication aiguë|Tbl. ment. dus à solvants volatils : intox. aig.||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|F1800|F1800 : Troubles mentaux et du comportement dus à une intoxication aigüe par les solvants volatils, sans complication|Tbl ment dus à solvants volatils : intox aig sans complic||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1801|F1801 : Troubles mentaux et du comportement dus à une intoxication aigüe par les solvants volatils, avec traumatismes ou autres blessures physiques|Tbl ment dus à solvants volatils : intox aig +trauma||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1802|F1802 : Troubles mentaux et du comportement dus à une intoxication aigüe par les solvants volatils, avec d'autres complications médicales|Tbl ment dus à solvants volatils : intox aig +autres complic méd||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1803|F1803 : Troubles mentaux et du comportement dus à une intoxication aigüe par les solvants volatils, avec délirium|Tbl ment dus à solvants volatils : intox aig +délirium||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1804|F1804 : Troubles mentaux et du comportement dus à une intoxication aigüe par les solvants volatils, avec distorsion des perceptions|Tbl ment par solvants volatils : intox aig +distorsion des perceptions||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1805|F1805 : Troubles mentaux et du comportement dus à une intoxication aigüe par les solvants volatils, avec coma|Tbl ment dus à solvants volatils : intox aig +coma||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1806|F1806 : Troubles mentaux et du comportement dus à une intoxication aigüe par les solvants volatils, avec convulsions|Tbl ment dus à solvants volatils : intox aig +convulsions||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F1807|F1807 : Troubles mentaux et du comportement dus à une intoxication aigüe pathologique par les solvants volatils|Tbl ment dus à solvants volatils : intox patho||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F181|F181 : Troubles mentaux et du comportement liés à l'utilisation de solvants volatils : utilisation nocive pour la santé|Tbl. ment. dus à solvants volatils : util. nocive||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|F182|F182 : Troubles mentaux et du comportement liés à l'utilisation de solvants volatils : syndrome de dépendance|Tbl. ment. dus à solvants volatils : synd. de dép.||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|F1820|F1820 : Syndrome de dépendance aux solvants volatils, personne actuellement abstinente|Dépendance aux solvants abstinent||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
D|F18200|F18200 : Syndrome de dépendance aux solvants volatils, personne actuellement abstinente en rémission récente|Dépendance aux solvants abstinent rémission récente||1||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00||21/02/07: créé au 01/03/07|
